parameter,independent_variables,3
elevator[deg],alpha[deg],beta[deg],Cx,Cy,Cz,Cl,Cm,Cn
25,-20,-2,-0.0379,0.026,0.85,0.0017,-0.25925,-0.0044
25,-20,0,-0.0389,0,0.85,0,-0.261835,0
25,-20,2,-0.0387,-0.0258,0.829,-0.0014,-0.26158,0.0041
25,-20,4,-0.0402,-0.0592,0.835,-0.0048,-0.25732,0.0061
25,-20,6,-0.0406,-0.0863,0.857,-0.0047,-0.254075,0.011
25,-20,8,-0.0429,-0.1209,0.864,-0.0083,-0.241015,0.0171
25,-20,10,-0.0404,-0.1504,0.866,-0.0069,-0.23987,0.0233
25,-20,15,-0.0349,-0.2106,0.832,-0.0011,-0.20065,0.0451
25,-20,20,-0.0362,-0.2836,0.851,0.0137,-0.1077,0.0337
25,-20,25,-0.0339,-0.3396,0.853,0.0233,-0.1105,0.0419
25,-20,30,-0.0286,-0.4106,0.815,-0.0184,-0.0812,0.0416
25,-15,-30,-0.043,0.4368,0.567,0.0011,-0.129,-0.0616
25,-15,-25,-0.0455,0.3797,0.574,0.0019,-0.16554,-0.0664
25,-15,-20,-0.0461,0.3249,0.557,0.0056,-0.18947,-0.0604
25,-15,-15,-0.0485,0.2636,0.578,0.00967,-0.2299,-0.053
25,-15,-10,-0.056,0.1826,0.561,0.0059,-0.296525,-0.0311
25,-15,-8,-0.0588,0.1456,0.549,0.0019,-0.31404,-0.0257
25,-15,-6,-0.0608,0.1068,0.548,0.0028,-0.32536,-0.0172
25,-15,-4,-0.0622,0.0701,0.535,0.006,-0.31707,-0.0098
25,-15,-2,-0.0657,0.0336,0.555,0.0021,-0.323405,-0.0053
25,-15,0,-0.0665,0,0.552,0,-0.318205,0
25,-15,2,-0.0659,-0.0337,0.548,-0.001,-0.31614,0.0037
25,-15,4,-0.0637,-0.0702,0.55,-0.0029,-0.312535,0.0098
25,-15,6,-0.0606,-0.11,0.553,-0.0034,-0.30542,0.0188
25,-15,8,-0.0627,-0.15,0.57,-0.0032,-0.30565,0.0253
25,-15,10,-0.0577,-0.1902,0.551,-0.0021,-0.305315,0.0321
25,-15,15,-0.0502,-0.2712,0.576,-0.0057,-0.236,0.0528
25,-15,20,-0.0478,-0.3332,0.553,-0.001,-0.19875,0.0606
25,-15,25,-0.0472,-0.3882,0.561,0.002,-0.17395,0.0668
25,-15,30,-0.0447,-0.4452,0.563,0.0034,-0.13135,0.0622
25,-10,-30,-0.0544,0.5,0.245,0.0021,-0.154165,-0.0688
25,-10,-25,-0.0609,0.4441,0.204,0.0026,-0.191375,-0.067
25,-10,-20,-0.0676,0.3671,0.182,0.0036,-0.22396,-0.0561
25,-10,-15,-0.0686,0.2896,0.188,0.0035,-0.2496,-0.0511
25,-10,-10,-0.0716,0.1871,0.199,0.0066,-0.2729,-0.035
25,-10,-8,-0.0739,0.1475,0.216,0.0028,-0.27992,-0.0264
25,-10,-6,-0.0761,0.1096,0.236,0.0023,-0.27763,-0.0207
25,-10,-4,-0.0786,0.0757,0.245,-0.002,-0.27604,-0.0136
25,-10,-2,-0.0821,0.0377,0.239,-0.0003,-0.271275,-0.0062
25,-10,0,-0.0875,0,0.238,0,-0.284345,0
25,-10,2,-0.0808,-0.0339,0.224,-0.0005,-0.26986,0.0059
25,-10,4,-0.078,-0.0708,0.214,-0.0011,-0.274765,0.0141
25,-10,6,-0.0758,-0.1108,0.216,-0.0016,-0.276175,0.0214
25,-10,8,-0.0745,-0.1513,0.211,-0.0025,-0.27853,0.0302
25,-10,10,-0.0714,-0.1949,0.203,-0.0054,-0.27433,0.0362
25,-10,15,-0.0684,-0.2978,0.189,-0.0012,-0.25,0.0519
25,-10,20,-0.0674,-0.3758,0.192,-0.0022,-0.22425,0.0569
25,-10,25,-0.0607,-0.4528,0.22,-0.0007,-0.19065,0.0603
25,-10,30,-0.0542,-0.5078,0.259,-0.0007,-0.1528,0.0692
25,-5,-30,-0.0513,0.5683,0.057,0.019,-0.14475,-0.0737
25,-5,-25,-0.0583,0.4913,0.041,0.0145,-0.1853,-0.0753
25,-5,-20,-0.0619,0.3913,0.051,0.0104,-0.20955,-0.0706
25,-5,-15,-0.0632,0.2943,0.047,0.0113,-0.2165,-0.054
25,-5,-10,-0.0684,0.1926,0.063,0.0091,-0.21265,-0.0404
25,-5,-8,-0.0722,0.149,0.06,0.0059,-0.21791,-0.0321
25,-5,-6,-0.0734,0.1125,0.06,0.0038,-0.21803,-0.0268
25,-5,-4,-0.0731,0.0723,0.06,0.0023,-0.218415,-0.0152
25,-5,-2,-0.0746,0.0369,0.085,0.0008,-0.22151,-0.0073
25,-5,0,-0.0749,0,0.086,0,-0.224695,0
25,-5,2,-0.0756,-0.0363,0.083,-0.0007,-0.223795,0.0068
25,-5,4,-0.0741,-0.0765,0.071,-0.0011,-0.22479,0.0156
25,-5,6,-0.0738,-0.1169,0.066,-0.0027,-0.224975,0.0242
25,-5,8,-0.0725,-0.1644,0.061,-0.0048,-0.22282,0.0335
25,-5,10,-0.0702,-0.2132,0.07,-0.0076,-0.21164,0.0431
25,-5,15,-0.066,-0.3148,0.046,-0.0104,-0.214965,0.0569
25,-5,20,-0.0647,-0.4118,0.046,-0.0098,-0.20855,0.0737
25,-5,25,-0.0611,-0.513,0.048,-0.0139,-0.18439,0.0771
25,-5,30,-0.0541,-0.5889,0.057,-0.0185,-0.14294,0.0767
25,0,-30,-0.0592,0.6293,-0.21,0.0348,-0.1376,-0.0921
25,0,-25,-0.0657,0.5313,-0.244,0.0303,-0.16575,-0.0831
25,0,-20,-0.0694,0.4173,-0.26,0.027,-0.1863,-0.0699
25,0,-15,-0.0716,0.3053,-0.29,0.0212,-0.19375,-0.0575
25,0,-10,-0.0733,0.2024,-0.3,0.0171,-0.196165,-0.0409
25,0,-8,-0.0754,0.1582,-0.288,0.0128,-0.19567,-0.0313
25,0,-6,-0.0769,0.1116,-0.303,0.0093,-0.201535,-0.0219
25,0,-4,-0.0775,0.0729,-0.293,0.0047,-0.202055,-0.0138
25,0,-2,-0.0789,0.0374,-0.299,0.0022,-0.207805,-0.0061
25,0,0,-0.0788,0,-0.303,0,-0.206965,0
25,0,2,-0.0785,-0.0374,-0.304,-0.0026,-0.20638,0.0074
25,0,4,-0.0774,-0.0776,-0.308,-0.0056,-0.20638,0.0155
25,0,6,-0.0758,-0.1223,-0.314,-0.0095,-0.20774,0.0239
25,0,8,-0.0747,-0.1712,-0.314,-0.0139,-0.204115,0.0335
25,0,10,-0.073,-0.2158,-0.316,-0.017,-0.201545,0.0423
25,0,15,-0.0729,-0.3196,-0.303,-0.0211,-0.200245,0.0581
25,0,20,-0.0707,-0.4308,-0.287,-0.0271,-0.189505,0.0709
25,0,25,-0.0662,-0.5443,-0.26,-0.0304,-0.165685,0.0848
25,0,30,-0.0605,-0.6426,-0.226,-0.0349,-0.14276,0.0935
25,5,-30,-0.0592,0.6397,-0.427,0.0499,-0.1417,-0.0837
25,5,-25,-0.0598,0.5367,-0.492,0.043,-0.1456,-0.071
25,5,-20,-0.0644,0.4267,-0.56,0.0412,-0.17345,-0.0633
25,5,-15,-0.0685,0.3097,-0.609,0.0328,-0.19585,-0.0517
25,5,-10,-0.0639,0.2042,-0.627,0.0249,-0.194555,-0.0401
25,5,-8,-0.0658,0.163,-0.616,0.0202,-0.194475,-0.0317
25,5,-6,-0.0683,0.1174,-0.621,0.0155,-0.195495,-0.0221
25,5,-4,-0.0711,0.0775,-0.624,0.011,-0.19892,-0.0122
25,5,-2,-0.0737,0.0394,-0.628,0.0071,-0.2041,-0.0044
25,5,0,-0.0752,0,-0.639,0,-0.20639,0
25,5,2,-0.0748,-0.0352,-0.631,-0.0073,-0.209255,0.0043
25,5,4,-0.0707,-0.0785,-0.655,-0.013,-0.207495,0.0125
25,5,6,-0.0668,-0.1189,-0.642,-0.0166,-0.19809,0.0219
25,5,8,-0.0657,-0.1689,-0.63,-0.0219,-0.19316,0.0324
25,5,10,-0.0638,-0.215,-0.631,-0.0269,-0.193265,0.0417
25,5,15,-0.0674,-0.3218,-0.601,-0.0347,-0.19493,0.0562
25,5,20,-0.0632,-0.4364,-0.563,-0.0425,-0.174105,0.0679
25,5,25,-0.0588,-0.5448,-0.484,-0.0442,-0.151005,0.0749
25,5,30,-0.0573,-0.6496,-0.428,-0.0507,-0.12114,0.0882
25,10,-30,-0.0457,0.6132,-0.639,0.0597,-0.0992,-0.0766
25,10,-25,-0.0575,0.5192,-0.689,0.0549,-0.1287,-0.0722
25,10,-20,-0.0553,0.4302,-0.769,0.0485,-0.1492,-0.0666
25,10,-15,-0.061,0.3142,-0.828,0.0379,-0.1688,-0.0546
25,10,-10,-0.0598,0.208,-0.901,0.0266,-0.181415,-0.0411
25,10,-8,-0.0637,0.1631,-0.929,0.0208,-0.180355,-0.0329
25,10,-6,-0.0668,0.1187,-0.945,0.0156,-0.189645,-0.0236
25,10,-4,-0.0723,0.0784,-0.957,0.0107,-0.199305,-0.0143
25,10,-2,-0.0763,0.037,-0.964,0.0064,-0.20837,-0.0063
25,10,0,-0.0727,0,-0.97,0,-0.20053,0
25,10,2,-0.0739,-0.0378,-0.969,-0.005,-0.203805,0.005
25,10,4,-0.072,-0.0774,-0.957,-0.0136,-0.19705,0.0129
25,10,6,-0.0672,-0.1228,-0.962,-0.0189,-0.193395,0.0221
25,10,8,-0.0626,-0.1664,-0.942,-0.0232,-0.180765,0.0308
25,10,10,-0.0612,-0.2153,-0.934,-0.0288,-0.18005,0.0398
25,10,15,-0.0624,-0.3196,-0.882,-0.0383,-0.1699,0.0531
25,10,20,-0.0567,-0.4353,-0.831,-0.0491,-0.15101,0.0652
25,10,25,-0.0517,-0.5237,-0.743,-0.0548,-0.12878,0.0705
25,10,30,-0.0471,-0.6177,-0.659,-0.0594,-0.10171,0.0744
25,15,-30,-0.044,0.5416,-0.893,0.0506,-0.1114,-0.0491
25,15,-25,-0.0491,0.4876,-1.009,0.0479,-0.1223,-0.0594
25,15,-20,-0.0532,0.4126,-1.128,0.0435,-0.14645,-0.0602
25,15,-15,-0.0575,0.3066,-1.205,0.039,-0.16495,-0.0532
25,15,-10,-0.0609,0.2023,-1.237,0.0299,-0.15407,-0.0396
25,15,-8,-0.0639,0.1576,-1.242,0.0256,-0.15253,-0.0304
25,15,-6,-0.0677,0.1168,-1.2484,0.0201,-0.15914,-0.0206
25,15,-4,-0.0679,0.0718,-1.29,0.0139,-0.155485,-0.0121
25,15,-2,-0.0649,0.0377,-1.3,0.0074,-0.14831,-0.0055
25,15,0,-0.0636,0,-1.28,0,-0.131915,0
25,15,2,-0.0695,-0.0368,-1.263,-0.0078,-0.13368,0.003
25,15,4,-0.0715,-0.0784,-1.265,-0.0154,-0.147015,0.011
25,15,6,-0.07,-0.1194,-1.261,-0.0206,-0.156875,0.0197
25,15,8,-0.0672,-0.1636,-1.266,-0.0258,-0.16275,0.0297
25,15,10,-0.0627,-0.2096,-1.261,-0.0328,-0.15355,0.0394
25,15,15,-0.0593,-0.3143,-1.216,-0.0362,-0.166625,0.0502
25,15,20,-0.055,-0.4223,-1.123,-0.0412,-0.15011,0.0589
25,15,25,-0.0509,-0.4947,-0.996,-0.0456,-0.12379,0.0583
25,15,30,-0.0458,-0.5499,-0.905,-0.048,-0.114325,0.0479
25,20,-30,-0.0524,0.475,-1.046,0.0415,-0.1023,-0.0073
25,20,-25,-0.044,0.375,-1.163,0.0314,-0.10245,-0.0055
25,20,-20,-0.0452,0.295,-1.268,0.0292,-0.12,-0.012
25,20,-15,-0.0507,0.23,-1.404,0.0188,-0.1479,-0.0193
25,20,-10,-0.0712,0.1576,-1.488,0.0132,-0.192285,-0.0219
25,20,-8,-0.0784,0.1254,-1.504,0.0119,-0.197045,-0.0182
25,20,-6,-0.0786,0.0919,-1.505,0.0068,-0.19354,-0.008
25,20,-4,-0.0815,0.059,-1.479,0.0059,-0.186575,-0.0047
25,20,-2,-0.0849,0.0282,-1.49,0.0008,-0.189875,-0.0008
25,20,0,-0.0875,0,-1.491,0,-0.187575,0
25,20,2,-0.0888,-0.0313,-1.526,-0.0077,-0.18849,0.004
25,20,4,-0.0803,-0.067,-1.52,-0.0142,-0.18011,0.0071
25,20,6,-0.0871,-0.1023,-1.544,-0.0119,-0.218755,0.0185
25,20,8,-0.0839,-0.1374,-1.561,-0.0112,-0.221775,0.0262
25,20,10,-0.0864,-0.171,-1.58,-0.0157,-0.233145,0.0315
25,20,15,-0.0659,-0.2452,-1.482,-0.0201,-0.188645,0.0288
25,20,20,-0.0604,-0.3089,-1.366,-0.0306,-0.162245,0.0217
25,20,25,-0.0574,-0.3869,-1.25,-0.0327,-0.14239,0.0148
25,20,30,-0.0676,-0.488,-1.141,-0.0421,-0.141765,0.0164
25,25,-30,-0.043,0.4878,-1.299,0.0739,-0.11625,-0.0087
25,25,-25,-0.05,0.3708,-1.427,0.0548,-0.13905,-0.0007
25,25,-20,-0.0575,0.2508,-1.525,0.0341,-0.1422,0.0074
25,25,-15,-0.0612,0.1578,-1.601,0.0209,-0.13705,0.0144
25,25,-10,-0.0766,0.1176,-1.701,0.0139,-0.19139,-0.0038
25,25,-8,-0.0811,0.1174,-1.76,0.0091,-0.212585,-0.0102
25,25,-6,-0.0851,0.0893,-1.772,0.0095,-0.22278,-0.0091
25,25,-4,-0.0865,0.0585,-1.798,0.0075,-0.22268,-0.0046
25,25,-2,-0.0891,0.0286,-1.807,0.0041,-0.224715,-0.0016
25,25,0,-0.0824,0,-1.806,0,-0.215675,0
25,25,2,-0.0871,-0.0301,-1.793,-0.0053,-0.21759,0.0018
25,25,4,-0.0847,-0.0566,-1.799,-0.0105,-0.212855,0.0053
25,25,6,-0.0839,-0.0925,-1.761,-0.0127,-0.213485,0.0101
25,25,8,-0.0858,-0.1126,-1.753,-0.0077,-0.22869,0.0126
25,25,10,-0.0866,-0.1321,-1.739,-0.0134,-0.239175,0.0087
25,25,15,-0.0713,-0.1714,-1.618,-0.0203,-0.18006,-0.01
25,25,20,-0.0675,-0.2647,-1.568,-0.0334,-0.18686,-0.0026
25,25,25,-0.06,-0.385,-1.465,-0.0554,-0.179825,0.0056
25,25,30,-0.053,-0.5025,-1.339,-0.074,-0.15805,0.0132
25,30,-30,-0.0642,0.3436,-1.496,0.0723,-0.06065,-0.0081
25,30,-25,-0.07,0.3226,-1.53,0.0579,-0.1574,0.0093
25,30,-20,-0.073,0.2286,-1.629,0.0388,-0.1754,0.0286
25,30,-15,-0.0864,0.1396,-1.752,0.0133,-0.1974,0.0327
25,30,-10,-0.0879,0.0825,-1.854,-0.0004,-0.198255,0.0218
25,30,-8,-0.0847,0.0801,-1.895,0.0056,-0.21116,0.0085
25,30,-6,-0.0842,0.0757,-1.944,0.0051,-0.21301,0.0016
25,30,-4,-0.0846,0.0549,-1.976,0.0022,-0.20869,0.0028
25,30,-2,-0.0867,0.0287,-1.989,0.0035,-0.209445,0.0014
25,30,0,-0.0854,0,-1.983,0,-0.2065,0
25,30,2,-0.0842,-0.0289,-1.991,-0.0044,-0.20004,-0.0013
25,30,4,-0.0843,-0.0527,-1.969,-0.0049,-0.20689,-0.006
25,30,6,-0.0842,-0.0724,-1.941,-0.0052,-0.218225,-0.0086
25,30,8,-0.0822,-0.0939,-1.943,-0.0024,-0.216625,-0.0159
25,30,10,-0.0785,-0.1136,-1.915,-0.0059,-0.21394,-0.0239
25,30,15,-0.078,-0.1694,-1.783,-0.0194,-0.20838,-0.0346
25,30,20,-0.0636,-0.2589,-1.63,-0.0446,-0.18884,-0.0313
25,30,25,-0.0606,-0.3511,-1.576,-0.0639,-0.14751,-0.0115
25,30,30,-0.0548,-0.3742,-1.55,-0.0783,-0.07293,0.0062
25,35,-30,-0.0575,0.2437,-1.654,0.0489,-0.0566,0.0254
25,35,-25,-0.0548,0.2267,-1.779,0.0432,-0.131,0.0505
25,35,-20,-0.0638,0.1757,-1.912,0.038,-0.17285,0.064
25,35,-15,-0.0775,0.1307,-1.985,0.0166,-0.2182,0.0589
25,35,-10,-0.0818,0.0776,-2.07,0.0011,-0.21192,0.0468
25,35,-8,-0.0828,0.0602,-2.057,-0.0037,-0.20337,0.0439
25,35,-6,-0.0822,0.0535,-2.08,-0.0035,-0.193885,0.0293
25,35,-4,-0.0847,0.0407,-2.129,0.0012,-0.190635,0.0202
25,35,-2,-0.085,0.0181,-2.13,-0.0059,-0.19052,0.0119
25,35,0,-0.0821,0,-2.125,0,-0.187695,0
25,35,2,-0.0822,-0.0214,-2.113,-0.0006,-0.193,-0.0079
25,35,4,-0.0812,-0.0537,-2.108,-0.0066,-0.20319,-0.0113
25,35,6,-0.0813,-0.0808,-2.085,-0.0053,-0.204925,-0.0187
25,35,8,-0.0833,-0.1009,-2.054,-0.0031,-0.21752,-0.0255
25,35,10,-0.0798,-0.1226,-2.037,-0.0016,-0.22073,-0.0321
25,35,15,-0.0755,-0.1766,-1.939,-0.0182,-0.227375,-0.0485
25,35,20,-0.0618,-0.2208,-1.854,-0.04,-0.182385,-0.0538
25,35,25,-0.0528,-0.2714,-1.713,-0.0448,-0.14072,-0.0396
25,35,30,-0.0555,-0.2901,-1.63,-0.0506,-0.06306,-0.0144
25,40,-30,-0.0497,0.1976,-1.743,0.0507,-0.08035,0.033
25,40,-25,-0.0502,0.1776,-1.8,0.0445,-0.1487,0.0496
25,40,-20,-0.0552,0.1566,-1.947,0.0334,-0.1515,0.069
25,40,-15,-0.0625,0.1286,-2.029,0.0136,-0.1781,0.0689
25,40,-10,-0.0697,0.0906,-2.139,0.0042,-0.16936,0.0473
25,40,-8,-0.0676,0.0737,-2.253,0.0083,-0.151215,0.0351
25,40,-6,-0.0795,0.0593,-2.115,0.0125,-0.15659,0.0259
25,40,-4,-0.0785,0.0505,-2.195,0.0039,-0.155375,0.0194
25,40,-2,-0.0828,0.0188,-2.103,0.0103,-0.1688,0.0086
25,40,0,-0.0806,0,-2.213,0,-0.1625,0
25,40,2,-0.0819,-0.0286,-2.195,-0.0053,-0.170345,-0.0073
25,40,4,-0.0794,-0.0516,-2.202,-0.0095,-0.176585,-0.0147
25,40,6,-0.0783,-0.0737,-2.308,-0.0162,-0.16394,-0.0187
25,40,8,-0.077,-0.0938,-2.152,-0.0126,-0.188785,-0.0299
25,40,10,-0.077,-0.1132,-2.131,-0.0173,-0.18839,-0.037
25,40,15,-0.0698,-0.1503,-2.015,-0.0267,-0.19992,-0.0588
25,40,20,-0.0625,-0.1791,-1.934,-0.0466,-0.16984,-0.058
25,40,25,-0.0575,-0.1996,-1.814,-0.0577,-0.168405,-0.0304
25,40,30,-0.057,-0.2195,-1.762,-0.064,-0.10369,-0.0137
25,45,-30,-0.0515,0.1741,-1.779,0.0534,-0.05545,-0.0035
25,45,-25,-0.0485,0.1251,-2.058,0.0542,-0.029,-0.0055
25,45,-20,-0.0621,0.1201,-1.999,0.0431,-0.0653,0.0146
25,45,-15,-0.0684,0.1321,-1.962,0.0384,-0.1264,0.0357
25,45,-10,-0.0705,0.111,-1.982,0.0196,-0.115715,0.033
25,45,-8,-0.0668,0.0854,-2.108,0.0142,-0.10811,0.0255
25,45,-6,-0.071,0.055,-1.993,0.0106,-0.122425,0.0194
25,45,-4,-0.0699,0.0339,-2.149,0.0051,-0.121885,0.0117
25,45,-2,-0.0772,0.0183,-1.931,0.0019,-0.14625,0.002
25,45,0,-0.071,0,-2.224,0,-0.111335,0
25,45,2,-0.0743,-0.0544,-2.137,-0.0097,-0.13174,-0.0185
25,45,4,-0.0744,-0.0929,-2.12,-0.0095,-0.13838,-0.0397
25,45,6,-0.076,-0.1312,-2.09,-0.0107,-0.15585,-0.0515
25,45,8,-0.0668,-0.1581,-2.201,-0.0151,-0.150375,-0.0589
25,45,10,-0.0688,-0.1766,-2.103,-0.0157,-0.16316,-0.0629
25,45,15,-0.0667,-0.1977,-2,-0.0344,-0.17661,-0.0638
25,45,20,-0.0604,-0.1859,-1.983,-0.0397,-0.11246,-0.0445
25,45,25,-0.0468,-0.19,-2.176,-0.0508,-0.077285,-0.0246
25,45,30,-0.0498,-0.2385,-1.892,-0.0495,-0.109135,-0.0361
